chr,type,start,end,strand,gbkey,locus_tag,product,old_ID,Name_Conversion,Notes
CP141118.1,mRNA,471709,474664,+,mRNA,cpbgf_1001840,Chromatin assembly factor 1 subunit A,cgd1_1840,direct_name,
CP141118.1,lnc_RNA,472618,474702,-,ncRNA,cpbgf_1001845,lncRNA,None,None,
CP141118.1,mRNA,474633,475082,-,mRNA,cpbgf_1001850,G-patch domain containing protein,cgd1_1850,direct_name,
CP141118.1,mRNA,475187,476595,+,mRNA,cpbgf_1001860,translation initiation factor eIF-2B alpha subunit,cgd1_1860,direct_name,
CP141118.1,mRNA,476648,479234,+,mRNA,cpbgf_1001880,Uncharacterized protein,cgd1_1880,direct_name,
CP141118.1,mRNA,478344,479200,-,mRNA,cpbgf_1001870,Uncharacterized protein,cgd1_1870,direct_name,
CP141118.1,mRNA,479268,480113,+,mRNA,cpbgf_1001890,Longin domain-containing Synaptobrevin,cgd1_1890,direct_name,
CP141118.1,lnc_RNA,479447,480954,-,ncRNA,cpbgf_1001895,lncRNA,None,None,
CP141118.1,mRNA,480160,480975,+,mRNA,cpbgf_1001900,Fur1p like uracil phosphoribosyltransferase,cgd1_1900,direct_name,
CP141118.1,mRNA,481148,482148,+,mRNA,cpbgf_1001910,DnaJ domain containing protein,cgd1_1910,direct_name,
CP141118.1,lnc_RNA,481555,482165,-,ncRNA,cpbgf_1001915,lncRNA,None,None,
CP141118.1,mRNA,482250,496178,+,mRNA,cpbgf_1001920,HECT/SPRY domain containing protein,cgd1_1920,direct_name,
CP141118.1,lnc_RNA,496158,497839,-,ncRNA,cpbgf_1001925,lncRNA,None,None,
CP141118.1,mRNA,496281,498513,+,mRNA,cpbgf_1001940,Histone-binding protein RBBP4/WD40 repeat containing protein,cgd1_1940,direct_name,
CP141118.1,mRNA,497913,498470,+,mRNA,cpbgf_1001930,Ran-interacting Mog1 protein,cgd1_1930,direct_name,
CP141118.1,mRNA,498489,499782,-,mRNA,cpbgf_1001950,RING-type Zinc finger and CDC48 domain 2 protein,cgd1_1950,direct_name,
CP141118.1,mRNA,499873,500510,-,mRNA,cpbgf_1001960,RNA polymerase III subunit Rpc25,cgd1_1960,direct_name,
CP141118.1,mRNA,500797,503364,-,mRNA,cpbgf_1001970,Golgi apparatus membrane protein TVP15,cgd1_1970,direct_name,
CP141118.1,mRNA,502159,503785,+,mRNA,cpbgf_1001980,Protein farnesyltransferase subunit beta/PFTB repeat,cgd1_1980,direct_name,
CP141118.1,lnc_RNA,502516,503397,-,ncRNA,cpbgf_1001975,lncRNA,None,None,
CP141118.1,mRNA,503824,504889,+,mRNA,cpbgf_1001990,tRNA(His) guanylyltransferase,cgd1_1990,direct_name,
CP141118.1,mRNA,504917,507201,+,mRNA,cpbgf_1002000,Utp14 protein,cgd1_2000,direct_name,
CP141118.1,mRNA,507139,509094,-,mRNA,cpbgf_1002010,Uncharacterized protein,cgd1_2010,direct_name,
CP141118.1,mRNA,508688,510345,-,mRNA,cpbgf_1002020,Uncharacterized protein,cgd1_2020,direct_name,
CP141118.1,mRNA,510269,512021,-,mRNA,cpbgf_1002030,Transmembrane protein TauE-like,cgd1_2030,direct_name,
CP141118.1,lnc_RNA,510390,511217,+,ncRNA,cpbgf_1002025,lncRNA,None,None,
CP141118.1,lnc_RNA,512074,515529,+,ncRNA,cpbgf_1002055,lncRNA,None,None,
CP141118.1,mRNA,512177,513828,-,mRNA,cpbgf_1002040,Pyruvate kinase,cgd1_2040,direct_name,
CP141118.1,mRNA,513852,515343,-,mRNA,cpbgf_1002050,WD40 repeat protein,cgd1_2050,direct_name,
CP141118.1,mRNA,515362,516253,-,mRNA,cpbgf_1002060,Rab1 GTPase,cgd1_2060,direct_name,
CP141118.1,mRNA,516586,518679,+,mRNA,cpbgf_1002070,Uncharacterized protein,cgd1_2070,direct_name,
CP141118.1,mRNA,517736,519141,-,mRNA,cpbgf_1002080,Uncharacterized protein,cgd1_2080,direct_name,
CP141118.1,mRNA,519131,520296,-,mRNA,cpbgf_1002090,Uncharacterized protein,cgd1_2090,direct_name,
CP141118.1,lnc_RNA,519149,520405,+,ncRNA,cpbgf_1002093,lncRNA,None,None,
CP141118.1,lnc_RNA,520387,521984,+,ncRNA,cpbgf_1002095,lncRNA,None,None,
CP141118.1,mRNA,520690,522453,-,mRNA,cpbgf_1002100,Alpha-1%2C3-glucosyltransferase,cgd1_2100,direct_name,
CP141118.1,mRNA,522637,527360,+,mRNA,cpbgf_1002110,Protein kinase with WD40 repeat,cgd1_2110,direct_name,
CP141118.1,mRNA,526258,530423,+,mRNA,cpbgf_1002120,Armadillo-type fold containing protein,cgd1_2120,direct_name,
CP141118.1,mRNA,528869,532493,-,mRNA,cpbgf_1002130,Glutamine-tRNA synthetase,cgd1_2130,direct_name,
CP141118.1,mRNA,532459,533304,-,mRNA,cpbgf_1002140,Uncharacterized protein,cgd1_2140,direct_name,
CP141118.1,mRNA,532464,535583,-,mRNA,cpbgf_1002150,GYF domain containing protein,cgd1_2150,direct_name,
CP141118.1,mRNA,535546,537795,-,mRNA,cpbgf_1002160,GYF domain containing protein,cgd1_2160,direct_name,
CP141118.1,mRNA,537858,539074,-,mRNA,cpbgf_1002170,SET domain containing protein,cgd1_2170,direct_name,
CP141118.1,mRNA,539097,540995,+,mRNA,cpbgf_1002180,CDC48 like AAA ATPase,cgd1_2180,direct_name,
CP141118.1,lnc_RNA,540852,544100,-,ncRNA,cpbgf_1002195,lncRNA,None,None,
CP141118.1,mRNA,541049,544077,+,mRNA,cpbgf_1002190,K+/H+ antiporte,cgd1_2190,direct_name,
CP141118.1,mRNA,544192,545565,+,mRNA,cpbgf_1002200,Uncharacterized protein,cgd1_2200,direct_name,
CP141118.1,mRNA,545371,546147,-,mRNA,cpbgf_1002210,Uncharacterized protein,cgd1_2210,direct_name,
CP141118.1,mRNA,546163,548288,+,mRNA,cpbgf_1002230,Uncharacterized protein,cgd1_2230,direct_name,
CP141118.1,mRNA,546559,548205,-,mRNA,cpbgf_1002220,cytosolic iron-sulfur protein assembly protein CIAO-like protein,cgd1_2220,direct_name,
CP141118.1,lnc_RNA,548438,549718,-,ncRNA,cpbgf_1002235,lncRNA,None,None,
CP141118.1,mRNA,548578,549963,+,mRNA,cpbgf_1002240,Aspartic peptidase A1 family protein,cgd1_2240,direct_name,
CP141118.1,mRNA,549825,550387,-,mRNA,cpbgf_1002250,LSM domain containing protein,cgd1_2250,direct_name,
CP141118.1,mRNA,550420,550854,+,mRNA,cpbgf_1002260,RNA polymerase II B8 subunit,cgd1_2260,direct_name,
CP141118.1,mRNA,550941,551577,-,mRNA,cpbgf_1002270,40S ribosomal protein S26,cgd1_2270,direct_name,
CP141118.1,mRNA,551597,554725,+,mRNA,cpbgf_1002290,Uncharacterized protein,cgd1_2290,direct_name,
CP141118.1,mRNA,551598,552348,-,mRNA,cpbgf_1002280,DnaJ domain containing protein,cgd1_2280,direct_name,
CP141118.1,mRNA,554799,555055,+,mRNA,cpbgf_1002293,hypothetical protein,cgd1_2293,direct_name,
CP141118.1,mRNA,555356,560149,+,mRNA,cpbgf_1002300,putative transmembrane Protein,cgd1_2300,direct_name,
CP141118.1,lnc_RNA,559920,561455,-,ncRNA,cpbgf_1002305,lncRNA,None,None,
CP141118.1,mRNA,560269,561460,+,mRNA,cpbgf_1002310,RNA-binding protein Lupus,cgd1_2310,direct_name,
CP141118.1,mRNA,561127,563191,-,mRNA,cpbgf_1002320,Cyclin B,cgd1_2320,direct_name,
CP141118.1,mRNA,563355,564794,+,mRNA,cpbgf_1002330,SANT domain containing protein,cgd1_2330,direct_name,
CP141118.1,mRNA,564842,565931,+,mRNA,cpbgf_1002340,Rad1/Rec1/Rad17,cgd1_2340,direct_name,
CP141118.1,mRNA,565833,567743,-,mRNA,cpbgf_1002350,Uncharacterized protein,cgd1_2350,direct_name,
CP141118.1,mRNA,567788,569076,+,mRNA,cpbgf_1002360,Serine/threonine-protein phosphatase,cgd1_2360,direct_name,
CP141118.1,mRNA,568941,569990,-,mRNA,cpbgf_1002370,Mitochondrial carrier domain containing protein,cgd1_2370,direct_name,
CP141118.1,mRNA,570316,572406,+,mRNA,cpbgf_1002380,WD40-repeat protein,cgd1_2380,direct_name,
CP141118.1,lnc_RNA,571064,573647,-,ncRNA,cpbgf_1002385,lncRNA,None,None,
CP141118.1,mRNA,572714,573705,+,mRNA,cpbgf_1002390,Uncharacterized protein,cgd1_2390,direct_name,
CP141118.1,mRNA,573740,574946,+,mRNA,cpbgf_1002400,putative secreted protein,cgd1_2400,direct_name,
CP141118.1,mRNA,574985,575730,+,mRNA,cpbgf_1002410,hypothetical protein,cgd1_2410,direct_name,
CP141118.1,lnc_RNA,575013,575614,-,ncRNA,cpbgf_1002403,lncRNA,None,None,
CP141118.1,mRNA,575752,580021,+,mRNA,cpbgf_1002420,Uncharacterized protein,cgd1_2420,direct_name,
CP141118.1,lnc_RNA,577192,579162,-,ncRNA,cpbgf_1002415,lncRNA,None,None,
CP141118.1,mRNA,579137,580424,+,mRNA,cpbgf_1002430,YrdC-like/ Putative GTP-binding controlling metal-binding domain containing protein,cgd1_2430,direct_name,
CP141118.1,mRNA,580497,581926,+,mRNA,cpbgf_1002440,ARP3 actin related protein,cgd1_2440,direct_name,
CP141118.1,mRNA,581550,586419,-,mRNA,cpbgf_1002450,ELP3-like acetyltransferase,cgd1_2450,direct_name,
CP141118.1,mRNA,581760,583986,+,mRNA,cpbgf_1002445,putative signal peptide-containing protein,cgd1_2440,no_direct_name,gene split
CP141118.1,mRNA,586585,587779,+,mRNA,cpbgf_1002460,Uncharacterized protein,cgd1_2460,direct_name,
CP141118.1,mRNA,587164,589007,-,mRNA,cpbgf_1002470,Serine/threonine-protein phosphatase 2A activator,cgd1_2470,direct_name,
CP141118.1,mRNA,588900,590777,+,mRNA,cpbgf_1002480,Actin family,cgd1_2480,direct_name,
CP141118.1,mRNA,590795,591768,+,mRNA,cpbgf_1002490,Proteasome subunit beta type,cgd1_2490,direct_name,
CP141118.1,mRNA,591823,594155,+,mRNA,cpbgf_1002500,Signal recognition particle SPR68,cgd1_2500,direct_name,
CP141118.1,mRNA,593539,595520,-,mRNA,cpbgf_1002510,Uncharacterized protein,cgd1_2510,direct_name,
CP141118.1,mRNA,594828,596223,-,mRNA,cpbgf_1002520,Uncharacterized protein,cgd1_2520,direct_name,
CP141118.1,mRNA,596413,600354,+,mRNA,cpbgf_1002530,TRAFAC type P-loop Gtpase with Kinesin motor domain,cgd1_2530,direct_name,
CP141118.1,mRNA,599799,604135,+,mRNA,cpbgf_1002540,Filamin repeat/Immunoglobulin-like fold containing protein,cgd1_2540,direct_name,
CP141118.1,mRNA,604258,604794,+,mRNA,cpbgf_1002550,Ctr copper transporter,cgd1_2550,direct_name,
CP141118.1,lnc_RNA,604586,604852,-,ncRNA,cpbgf_1002555,lncRNA,None,None,
CP141118.1,mRNA,604866,607514,+,mRNA,cpbgf_1002560,Tom40p like translocase,cgd1_2560,direct_name,
CP141118.1,mRNA,607191,611951,+,mRNA,cpbgf_1002570,Alpha/Beta hydrolase fold-containing protein,cgd1_2570,direct_name,
CP141118.1,mRNA,612097,612840,+,mRNA,cpbgf_1002580,small GTPase Arf family protein,cgd1_2580,direct_name,
CP141118.1,mRNA,612468,613685,-,mRNA,cpbgf_1002590,CHY/RING-type zinc finger containing PGPD14 protein,cgd1_2590,direct_name,
CP141118.1,mRNA,613764,616177,+,mRNA,cpbgf_1002600,Transcription factor TAF5p/TBP associated protein,cgd1_2600,direct_name,
CP141118.1,mRNA,616326,622589,+,mRNA,cpbgf_1002620,Uncharacterized protein,cgd1_2620,direct_name,
CP141118.1,lnc_RNA,617688,620284,-,ncRNA,cpbgf_1002610,lncRNA,None,None,
CP141118.1,mRNA,622542,624330,-,mRNA,cpbgf_1002630,Sodium/calcium exchanger protein,cgd1_2630,direct_name,
CP141118.1,mRNA,624582,626139,+,mRNA,cpbgf_1002635,Protein kinase domain containing protein,cgd1_2630,no_direct_name,gene split
CP141118.1,mRNA,626042,626699,-,mRNA,cpbgf_1002640,Anaphase-promoting complex subunit 11,cgd1_2640,direct_name,
CP141118.1,tRNA,626120,626219,-,tRNA,cpbgf_1002633,tRNA-Val,None,None,
CP141118.1,mRNA,626786,629533,+,mRNA,cpbgf_1002650,Helicase associated domain containing protein,cgd1_2650,direct_name,
CP141118.1,mRNA,627170,632603,-,mRNA,cpbgf_1002670,Ankyrin repeat containing protein,cgd1_2670,direct_name,
CP141118.1,mRNA,629559,630265,+,mRNA,cpbgf_1002660,Acetyltransferase (GNAT) family,cgd1_2660,direct_name,
CP141118.1,mRNA,630274,630963,+,mRNA,cpbgf_1002663,hypothetical protein,cgd1_2663,direct_name,
CP141118.1,mRNA,632600,633800,+,mRNA,cpbgf_1002680,Methyltransferase domain containing protein,cgd1_2680,direct_name,
CP141118.1,mRNA,633791,635579,-,mRNA,cpbgf_1002700,LSM domain containing protein,cgd1_2700,direct_name,
CP141118.1,mRNA,634306,635564,+,mRNA,cpbgf_1002690,Methionine aminopeptidase,cgd1_2690,direct_name,
CP141118.1,mRNA,635643,636979,+,mRNA,cpbgf_1002710,RNA polymerase II B3 subunit,cgd1_2710,direct_name,
CP141118.1,mRNA,636919,640253,-,mRNA,cpbgf_1002720,Uncharacterized protein,cgd1_2720,direct_name,
CP141118.1,mRNA,639936,642442,-,mRNA,cpbgf_1002730,RNA recognition motif domain containing protein,cgd1_2730,direct_name,
CP141118.1,mRNA,642584,645478,+,mRNA,cpbgf_1002740,Centromere/kinetochore protein,cgd1_2740,direct_name,
CP141118.1,mRNA,645577,647613,+,mRNA,cpbgf_1002750,AAA superfamily Atpase,cgd1_2750,direct_name,
CP141118.1,mRNA,647533,648879,-,mRNA,cpbgf_1002760,Ribosome-binding ATPase YchF/Obg-like ATPase 1,cgd1_2760,direct_name,
CP141118.1,lnc_RNA,648933,651785,+,ncRNA,cpbgf_1002765,lncRNA,None,None,
CP141118.1,mRNA,648995,653046,-,mRNA,cpbgf_1002770,DNA-directed RNA polymerase subunit beta,cgd1_2770,direct_name,
CP141118.1,mRNA,653167,654642,+,mRNA,cpbgf_1002773,Uncharacterized protein,cgd1_2780,no_direct_name,gene split
CP141118.1,mRNA,654254,655138,-,mRNA,cpbgf_1002780,Uncharacterized protein,cgd1_2780,direct_name,
CP141118.1,mRNA,655198,655944,+,mRNA,cpbgf_1002790,Ubiquitin-fold modifier 1,cgd1_2790,direct_name,
CP141118.1,mRNA,655776,656402,-,mRNA,cpbgf_1002800,Mediator complex subunit Med7,cgd1_2800,direct_name,
CP141118.1,mRNA,656441,658247,-,mRNA,cpbgf_1002810,Methyltransferase TRM13,cgd1_2810,direct_name,
CP141118.1,mRNA,658383,659427,+,mRNA,cpbgf_1002830,Target SNARE coiled-coil homology domain containing protein,cgd1_2830,direct_name,
CP141118.1,mRNA,659464,664112,-,mRNA,cpbgf_1002840,Cleavage/polyadenylation specificity factor A subunit/Mono-functional DNA-alkylating methyl methanesulfonate domain containing protein,cgd1_2840,direct_name,
CP141118.1,mRNA,664353,668252,-,mRNA,cpbgf_1002850,Protein kinase domain containing protein,cgd1_2850,direct_name,
CP141118.1,mRNA,668404,670004,+,mRNA,cpbgf_1002860,UbiE/COQ5 methyltransferase,cgd1_2860,direct_name,
CP141118.1,mRNA,670156,672434,+,mRNA,cpbgf_1002870,Hemimethylated DNA-binding/Glucosidase II beta subunit-like domain containing protein,cgd1_2870,direct_name,
CP141118.1,lnc_RNA,670469,672457,-,ncRNA,cpbgf_1002875,lncRNA,None,None,
CP141118.1,mRNA,672381,674544,-,mRNA,cpbgf_1002887,Uncharacterized protein,cgd1_2880,no_direct_name,gene split
CP141118.1,snRNA,672560,673063,+,ncRNA,cpbgf_1002877,snRNA,None,None,
CP141118.1,mRNA,672573,674537,+,mRNA,cpbgf_1002880,hypothetical protein,cgd1_2880,direct_name,
CP141118.1,mRNA,674650,677732,+,mRNA,cpbgf_1002890,Beta transducin-like protein with WD40 repeat,cgd1_2890,direct_name,
CP141118.1,lnc_RNA,675855,677802,-,ncRNA,cpbgf_1002895,lncRNA,None,None,
CP141118.1,mRNA,677860,679795,+,mRNA,cpbgf_1002900,Uncharacterized protein,cgd1_2900,direct_name,
CP141118.1,mRNA,679764,680263,-,mRNA,cpbgf_1002910,LSM domain containing protein,cgd1_2910,direct_name,
CP141118.1,mRNA,680369,681280,-,mRNA,cpbgf_1002920,Golgi transport SNARE BOS1,cgd1_2920,direct_name,
CP141118.1,mRNA,682077,683564,-,mRNA,cpbgf_1002930,Uncharacterized protein,cgd1_2940,no_direct_name,gene split
CP141118.1,mRNA,683685,684051,+,mRNA,cpbgf_1002940,HATPase c,cgd1_2940,direct_name,
CP141118.1,mRNA,683939,685397,-,mRNA,cpbgf_1002950,XAP5 protein,cgd1_2950,direct_name,
CP141118.1,mRNA,685346,688046,-,mRNA,cpbgf_1002960,Protein kinase domain containing protein,cgd1_2960,direct_name,
CP141118.1,mRNA,688158,689691,+,mRNA,cpbgf_1002970,DNAJ like chaperone,cgd1_2970,direct_name,
CP141118.1,mRNA,689824,691039,+,mRNA,cpbgf_1002980,14-3-3 protein,cgd1_2980,direct_name,
CP141118.1,mRNA,690256,691721,-,mRNA,cpbgf_1002990,CGI121/TPRKB,cgd1_2990,direct_name,
CP141118.1,mRNA,691805,692521,+,mRNA,cpbgf_1003000,60S ribosomal protein L27,cgd1_3000,direct_name,
CP141118.1,lnc_RNA,692591,694048,-,ncRNA,cpbgf_1003005,lncRNA,None,None,
CP141118.1,mRNA,692904,694120,+,mRNA,cpbgf_1003010,ER lumen protein retaining receptor 1 KDEL recpetor 1,cgd1_3010,direct_name,
CP141118.1,mRNA,694469,695707,+,mRNA,cpbgf_1003020,Fructose-bisphosphate aldolase,cgd1_3020,direct_name,
CP141118.1,mRNA,695776,698240,-,mRNA,cpbgf_1003030,WD40 repeat protein,cgd1_3030,direct_name,
CP141118.1,mRNA,698909,700542,+,mRNA,cpbgf_1003040,Uncharacterized protein,cgd1_3040,direct_name,
CP141118.1,mRNA,699968,701033,-,mRNA,cpbgf_1003050,Triosephosphate isomerase,cgd1_3050,direct_name,
CP141118.1,mRNA,701830,703284,+,mRNA,cpbgf_1003060,Cation efflux protein,cgd1_3060,direct_name,
CP141118.1,mRNA,702519,704781,-,mRNA,cpbgf_1003070,NodB homology domain containing protein,cgd1_3070,direct_name,
CP141118.1,mRNA,704845,717385,+,mRNA,cpbgf_1003080,Armadillo-type fold/WD40 repeat containing protein,cgd1_3080,direct_name,
CP141118.1,lnc_RNA,704876,707091,-,ncRNA,cpbgf_1003075,lncRNA,None,None,
CP141118.1,mRNA,716460,719073,-,mRNA,cpbgf_1003090,RNA recognition motif domain containing protein,cgd1_3090,direct_name,
CP141118.1,tRNA,719063,719140,-,tRNA,cpbgf_1003095,tRNA-Gly,None,None,
CP141118.1,mRNA,719175,722287,+,mRNA,cpbgf_1003100,WD40-repeat protein,cgd1_3100,direct_name,
CP141118.1,mRNA,721310,723847,-,mRNA,cpbgf_1003110,Uncharacterized protein,cgd1_3110,direct_name,
CP141118.1,mRNA,724341,726810,+,mRNA,cpbgf_1003120,Condensation domain containing protein,cgd1_3120,direct_name,
CP141118.1,lnc_RNA,724351,726758,-,ncRNA,cpbgf_1003115,lncRNA,None,None,
CP141118.1,mRNA,726841,729191,+,mRNA,cpbgf_1003130,Sas10/Utp3/C1D-like protein,cgd1_3130,direct_name,
CP141118.1,lnc_RNA,726941,727386,-,ncRNA,cpbgf_1003125,lncRNA,None,None,
CP141118.1,mRNA,729680,730762,+,mRNA,cpbgf_1003140,Adenylate kinase/UMP-CMP kinase,cgd1_3140,direct_name,
CP141118.1,mRNA,730949,731926,-,mRNA,cpbgf_1003150,Cyclin-like protein,cgd1_3150,direct_name,
CP141118.1,mRNA,733354,737777,+,mRNA,cpbgf_1003160,mRNA 3' end processing protein RNA14 with HAT repeats,cgd1_3160,direct_name,
CP141118.1,mRNA,737833,743147,-,mRNA,cpbgf_1003170,PH domain-containing protein,cgd1_3170,direct_name,
CP141118.1,mRNA,743519,745159,-,mRNA,cpbgf_1003180,Uncharacterized protein,cgd1_3180,direct_name,
CP141118.1,mRNA,744828,747684,-,mRNA,cpbgf_1003190,Uncharacterized protein,cgd1_3190,direct_name,
CP141118.1,mRNA,747929,748840,-,mRNA,cpbgf_1003200,Endoplasmic reticulum-based factor for assembly of V-ATPase,cgd1_3200,direct_name,
CP141118.1,mRNA,749904,753613,+,mRNA,cpbgf_1003210,Uncharacterized protein,cgd1_3210,direct_name,
CP141118.1,mRNA,753638,756178,-,mRNA,cpbgf_1003220,Erythrocyte membrane-associated antigen,cgd1_3220,direct_name,
CP141118.1,mRNA,757396,760202,+,mRNA,cpbgf_1003230,Protein kinase,cgd1_3230,direct_name,
CP141118.1,mRNA,760272,764603,-,mRNA,cpbgf_1003240,Uncharacterized protein,cgd1_3240,direct_name,
CP141118.1,mRNA,764988,769823,-,mRNA,cpbgf_1003245,Uncharacterized protein,cgd1_3240,no_direct_name,gene split
CP141118.1,mRNA,770040,772208,+,mRNA,cpbgf_1003250,putative signal peptide-containing transmembrane associated protein,cgd1_3250,direct_name,
CP141118.1,mRNA,771073,772539,-,mRNA,cpbgf_1003260,Uncharacterized protein,cgd1_3260,direct_name,
CP141118.1,mRNA,772799,774766,-,mRNA,cpbgf_1003270,WD40-repeat protein,cgd1_3270,direct_name,
CP141118.1,mRNA,775294,776761,+,mRNA,cpbgf_1003280,Uncharacterized protein,cgd1_3280,direct_name,
CP141118.1,mRNA,775899,779066,-,mRNA,cpbgf_1003290,Phospholipase/Carboxylesterase,cgd1_3290,direct_name,
CP141118.1,mRNA,780331,781302,-,mRNA,cpbgf_1003300,CDK-activating kinase assembly factor MAT1,cgd1_3300,direct_name,
CP141118.1,mRNA,781877,782560,+,mRNA,cpbgf_1003310,Cyclin,cgd1_3310,direct_name,
CP141118.1,mRNA,783064,784160,-,mRNA,cpbgf_1003320,RING domain containing protein,cgd1_3320,direct_name,
CP141118.1,mRNA,785033,785599,+,mRNA,cpbgf_1003330,Uncharacterized protein,cgd1_3330,direct_name,
CP141118.1,mRNA,785678,787164,+,mRNA,cpbgf_1003340,HAD-superfamily hydrolase subfamily IIB,cgd1_3340,direct_name,
CP141118.1,lnc_RNA,785692,787371,-,ncRNA,cpbgf_1003342,lncRNA,None,None,
CP141118.1,mRNA,787483,788111,+,mRNA,cpbgf_1003343,Tubulin binding cofactor A,cgd1_3343,direct_name,
CP141118.1,mRNA,788417,788955,+,mRNA,cpbgf_1003350,Uncharacterized protein,cgd1_3350,direct_name,
CP141118.1,mRNA,788829,791270,-,mRNA,cpbgf_1003360,ATP-dependent zinc metalloprotease FtsH,cgd1_3360,direct_name,
CP141118.1,lnc_RNA,789099,790552,+,ncRNA,cpbgf_1003355,lncRNA,None,None,
CP141118.1,mRNA,791446,792216,+,mRNA,cpbgf_1003370,CS domain containing protein,cgd1_3370,direct_name,
CP141118.1,mRNA,792325,793236,-,mRNA,cpbgf_1003380,Phosphatidylinositol N-acetylglucosaminyltransferase subunit C,cgd1_3380,direct_name,
CP141118.1,lnc_RNA,793815,795723,+,ncRNA,cpbgf_1003385,lncRNA,None,None,
CP141118.1,snRNA,794037,794221,-,ncRNA,cpbgf_1003383,snRNA,None,None,
CP141118.1,mRNA,794366,796050,-,mRNA,cpbgf_1003390,Vps4 oligomerization/MIT/ AAA-type ATPase domain containing protein,cgd1_3390,direct_name,
CP141118.1,mRNA,796139,797393,+,mRNA,cpbgf_1003400,Uncharacterized protein,cgd1_3400,direct_name,
CP141118.1,mRNA,797649,798817,+,mRNA,cpbgf_1003410,Uncharacterized protein,cgd1_3410,direct_name,
CP141118.1,mRNA,799024,801228,+,mRNA,cpbgf_1003420,ERCC4 domain containing protein,cgd1_3420,direct_name,
CP141118.1,mRNA,801304,801615,+,mRNA,cpbgf_1003430,Uncharacterized protein,cgd1_3430,direct_name,
CP141118.1,mRNA,801774,803209,-,mRNA,cpbgf_1003440,tRNA-dihydrouridine synthase,cgd1_3440,direct_name,
CP141118.1,mRNA,803311,805661,+,mRNA,cpbgf_1003450,Uncharacterized protein,cgd1_3450,direct_name,
CP141118.1,mRNA,805852,807112,-,mRNA,cpbgf_1003460,F-actin-capping protein subunit beta,cgd1_3460,direct_name,
CP141118.1,mRNA,807536,808201,+,mRNA,cpbgf_1003470,Forkhead-associated (FHA) domain containing protein,cgd1_3470,direct_name,
CP141118.1,mRNA,808226,810031,-,mRNA,cpbgf_1003480,Eukaryotic translation initiation factor 3 subunit M,cgd1_3480,direct_name,
CP141118.1,mRNA,810483,811141,-,mRNA,cpbgf_1003490,Uncharacterized protein,cgd1_3490,direct_name,
CP141118.1,mRNA,811724,814414,-,mRNA,cpbgf_1003500,Thrombospondin related adhesive protein,cgd1_3500,direct_name,
CP141118.1,lnc_RNA,811972,814170,+,ncRNA,cpbgf_1003495,lncRNA,None,None,
CP141118.1,mRNA,814630,816576,+,mRNA,cpbgf_1003510,PAN domain/Thrombospondin type-1 (TSP1) repeat containing protein,cgd1_3510,direct_name,
CP141118.1,mRNA,817094,819041,-,mRNA,cpbgf_1003520,AP2/ERF domain containing protein,cgd1_3520,direct_name,
CP141118.1,lnc_RNA,819150,819809,-,ncRNA,cpbgf_1003523,lncRNA,None,None,
CP141118.1,mRNA,821479,822995,-,mRNA,cpbgf_1003530,RNA recognition motif domain containing protein,cgd1_3530,direct_name,
